date,region,product,customer_segment,agent_team,ai_assisted,contacts,resolved_contacts,first_contact_resolutions,repeat_contacts,total_handling_seconds
2026-01-04,North,Analytics Suite,SMB,Gamma,False,22,21,8,3,17133
2026-01-04,South,Core ERP,Enterprise,Alpha,False,3,3,2,2,1562
2026-01-04,South,Core ERP,Enterprise,Beta,False,1,1,1,0,402
2026-01-04,South,Core ERP,Enterprise,Gamma,False,4,4,3,0,1870
2026-01-04,South,Core ERP,Mid-Market,Alpha,False,3,3,2,0,1342
2026-01-04,South,Core ERP,Mid-Market,Beta,False,1,1,1,0,402
2026-01-04,South,Core ERP,Mid-Market,Gamma,False,8,8,6,0,4115
2026-01-04,South,Core ERP,SMB,Alpha,False,21,21,17,3,9485
2026-01-04,South,Core ERP,SMB,Beta,False,18,18,10,2,7426
2026-01-04,South,Core ERP,SMB,Gamma,False,17,17,13,0,7681
2026-01-04,South,CRM Cloud,Enterprise,Alpha,False,2,2,1,1,1141
2026-01-04,South,CRM Cloud,Enterprise,Beta,False,1,1,0,0,569
2026-01-04,South,CRM Cloud,Enterprise,Gamma,False,2,2,1,0,1372
2026-01-04,South,CRM Cloud,Mid-Market,Alpha,False,7,7,4,2,4426
2026-01-04,South,CRM Cloud,Mid-Market,Beta,False,5,5,5,0,3231
2026-01-04,South,CRM Cloud,Mid-Market,Gamma,False,9,9,7,2,5719
2026-01-04,South,CRM Cloud,SMB,Alpha,False,13,12,10,5,7387
2026-01-04,South,CRM Cloud,SMB,Beta,False,18,18,7,6,10263
2026-01-04,South,CRM Cloud,SMB,Gamma,False,20,20,11,1,13675
2026-01-04,South,Analytics Suite,Enterprise,Alpha,False,2,2,0,1,1573
2026-01-04,South,Analytics Suite,Enterprise,Beta,False,1,1,1,1,701
2026-01-04,South,Analytics Suite,Enterprise,Gamma,False,2,2,2,0,1702
2026-01-04,South,Analytics Suite,Mid-Market,Alpha,False,4,4,3,1,3072
2026-01-04,South,Analytics Suite,Mid-Market,Beta,False,4,4,3,3,2853
2026-01-04,South,Analytics Suite,Mid-Market,Gamma,False,2,2,1,0,1567
2026-01-04,South,Analytics Suite,SMB,Alpha,False,19,19,6,2,15496
2026-01-04,South,Analytics Suite,SMB,Beta,False,12,11,10,4,7954
2026-01-04,South,Analytics Suite,SMB,Gamma,False,15,14,8,5,10956
2026-01-04,East,Core ERP,Enterprise,Alpha,False,1,1,1,0,438
2026-01-04,East,Core ERP,Enterprise,Beta,False,1,1,0,0,393
2026-01-04,East,Core ERP,Enterprise,Gamma,False,1,1,0,0,484
2026-01-04,East,Core ERP,Mid-Market,Alpha,False,1,1,0,0,429
2026-01-04,East,Core ERP,Mid-Market,Beta,False,4,4,3,0,1973
2026-01-04,East,Core ERP,Mid-Market,Gamma,False,5,5,4,0,2442
2026-01-04,East,Core ERP,SMB,Alpha,False,17,17,14,3,6830
2026-01-04,East,Core ERP,SMB,Beta,False,8,7,5,1,3156
2026-01-04,East,Core ERP,SMB,Gamma,False,10,8,6,1,3914
2026-01-04,East,CRM Cloud,Enterprise,Alpha,False,1,1,0,0,667
2026-01-04,East,CRM Cloud,Enterprise,Beta,False,3,3,2,0,1704
2026-01-04,East,CRM Cloud,Enterprise,Gamma,False,1,1,1,1,584
2026-01-04,East,CRM Cloud,Mid-Market,Alpha,False,6,6,5,0,3398
2026-01-04,East,CRM Cloud,Mid-Market,Beta,False,6,6,4,1,3400
2026-01-04,East,CRM Cloud,Mid-Market,Gamma,False,4,4,2,2,2489
2026-01-04,East,CRM Cloud,SMB,Alpha,False,16,15,11,3,7918
2026-01-04,East,CRM Cloud,SMB,Beta,False,7,7,3,0,4012
2026-01-04,East,CRM Cloud,SMB,Gamma,False,6,6,4,0,3695
2026-01-04,East,Analytics Suite,Enterprise,Alpha,False,2,2,0,0,1617
2026-01-04,East,Analytics Suite,Enterprise,Beta,False,1,1,1,1,811
2026-01-04,East,Analytics Suite,Enterprise,Gamma,False,1,1,1,0,814
2026-01-04,East,Analytics Suite,Mid-Market,Alpha,False,6,6,4,2,4800
2026-01-04,East,Analytics Suite,Mid-Market,Beta,False,5,5,4,1,3818
2026-01-04,East,Analytics Suite,Mid-Market,Gamma,False,4,4,2,0,3265
2026-01-04,East,Analytics Suite,SMB,Alpha,False,18,17,14,6,13673
2026-01-04,East,Analytics Suite,SMB,Beta,False,11,11,5,3,8327
2026-01-04,East,Analytics Suite,SMB,Gamma,False,16,16,10,3,13545
2026-01-04,West,Core ERP,Enterprise,Alpha,False,1,1,1,0,453
2026-01-04,West,Core ERP,Enterprise,Beta,False,3,3,2,1,1346
2026-01-04,West,Core ERP,Enterprise,Gamma,False,1,1,1,0,479
2026-01-04,West,Core ERP,Mid-Market,Alpha,False,6,6,5,1,2394
2026-01-04,West,Core ERP,Mid-Market,Beta,False,8,8,6,0,3265
2026-01-04,West,Core ERP,Mid-Market,Gamma,False,3,3,3,0,1511
2026-01-04,West,Core ERP,SMB,Alpha,False,14,13,10,1,5719
2026-01-04,West,Core ERP,SMB,Beta,False,19,19,17,4,8975
2026-01-04,West,Core ERP,SMB,Gamma,False,18,18,17,2,8751
2026-01-04,West,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1142
2026-01-04,West,CRM Cloud,Enterprise,Beta,False,1,1,1,0,557
2026-01-04,West,CRM Cloud,Enterprise,Gamma,False,1,1,1,1,581
2026-01-04,West,CRM Cloud,Mid-Market,Alpha,False,4,4,1,0,2552
2026-01-04,West,CRM Cloud,Mid-Market,Beta,False,5,5,4,0,2584
2026-01-04,West,CRM Cloud,Mid-Market,Gamma,False,3,3,3,2,1759
2026-01-04,West,CRM Cloud,SMB,Alpha,False,21,20,10,2,12703
2026-01-04,West,CRM Cloud,SMB,Beta,False,17,15,11,6,8716
2026-01-04,West,CRM Cloud,SMB,Gamma,False,13,13,10,3,8446
2026-01-04,West,Analytics Suite,Enterprise,Alpha,False,2,2,1,1,1530
2026-01-04,West,Analytics Suite,Enterprise,Beta,False,3,3,2,3,2111
2026-01-04,West,Analytics Suite,Enterprise,Gamma,False,1,1,1,1,823
2026-01-04,West,Analytics Suite,Mid-Market,Alpha,False,5,5,4,1,4194
2026-01-04,West,Analytics Suite,Mid-Market,Beta,False,8,8,5,1,6198
2026-01-04,West,Analytics Suite,Mid-Market,Gamma,False,8,7,3,0,5788
2026-01-04,West,Analytics Suite,SMB,Alpha,False,14,14,8,3,11663
2026-01-04,West,Analytics Suite,SMB,Beta,False,11,10,5,2,7137
2026-01-04,West,Analytics Suite,SMB,Gamma,False,21,21,11,4,17217
2026-01-05,North,Core ERP,Enterprise,Alpha,False,4,4,3,0,1864
2026-01-05,North,Core ERP,Enterprise,Beta,False,9,9,3,0,3930
2026-01-05,North,Core ERP,Enterprise,Gamma,False,6,6,5,0,2650
2026-01-05,North,Core ERP,Mid-Market,Alpha,False,21,19,17,3,8097
2026-01-05,North,Core ERP,Mid-Market,Beta,False,17,17,12,2,7307
2026-01-05,North,Core ERP,Mid-Market,Gamma,False,26,26,18,3,13127
2026-01-05,North,Core ERP,SMB,Alpha,False,76,70,59,3,33501
2026-01-05,North,Core ERP,SMB,Beta,False,43,41,30,3,18158
2026-01-05,North,Core ERP,SMB,Gamma,False,90,87,65,7,41578
2026-01-05,North,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1208
2026-01-05,North,CRM Cloud,Enterprise,Beta,False,6,6,4,0,3617
2026-01-05,North,CRM Cloud,Enterprise,Gamma,False,6,6,4,0,4118
2026-01-05,North,CRM Cloud,Mid-Market,Alpha,False,14,14,9,3,7910
2026-01-05,North,CRM Cloud,Mid-Market,Beta,False,32,31,23,4,17603
2026-01-05,North,CRM Cloud,Mid-Market,Gamma,False,22,22,15,2,14619
2026-01-05,North,CRM Cloud,SMB,Alpha,False,58,58,41,11,35286
2026-01-05,North,CRM Cloud,SMB,Beta,False,76,74,50,12,41876
2026-01-05,North,CRM Cloud,SMB,Gamma,False,63,63,42,12,41749
2026-01-05,North,Analytics Suite,Enterprise,Alpha,False,9,8,7,3,6073
2026-01-05,North,Analytics Suite,Enterprise,Beta,False,4,4,3,0,3150
2026-01-05,North,Analytics Suite,Enterprise,Gamma,False,2,2,0,0,1679
2026-01-05,North,Analytics Suite,Mid-Market,Alpha,False,20,20,9,2,16557
2026-01-05,North,Analytics Suite,Mid-Market,Beta,False,27,26,13,6,19410
2026-01-05,North,Analytics Suite,Mid-Market,Gamma,False,15,15,6,3,11811
2026-01-05,North,Analytics Suite,SMB,Alpha,False,55,55,34,13,42791
2026-01-05,North,Analytics Suite,SMB,Beta,False,54,52,31,18,41623
2026-01-05,North,Analytics Suite,SMB,Gamma,False,52,51,19,8,45197
2026-01-05,South,Core ERP,Enterprise,Alpha,False,4,4,4,1,1750
2026-01-05,South,Core ERP,Enterprise,Beta,False,6,6,4,0,2513
2026-01-05,South,Core ERP,Enterprise,Gamma,False,2,2,2,1,964
2026-01-05,South,Core ERP,Mid-Market,Alpha,False,13,13,11,2,5244
2026-01-05,South,Core ERP,Mid-Market,Beta,False,13,13,9,1,5876
2026-01-05,South,Core ERP,Mid-Market,Gamma,False,17,16,15,0,7138
2026-01-05,South,Core ERP,SMB,Alpha,False,46,46,32,1,18750
2026-01-05,South,Core ERP,SMB,Beta,False,70,70,53,8,29444
2026-01-05,South,Core ERP,SMB,Gamma,False,52,51,46,6,22576
2026-01-05,South,CRM Cloud,Enterprise,Alpha,False,5,5,3,1,2822
2026-01-05,South,CRM Cloud,Enterprise,Beta,False,5,5,3,0,3017
2026-01-05,South,CRM Cloud,Enterprise,Gamma,False,2,2,2,1,1146
2026-01-05,South,CRM Cloud,Mid-Market,Alpha,False,19,19,13,3,10986
2026-01-05,South,CRM Cloud,Mid-Market,Beta,False,17,17,12,4,9871
2026-01-05,South,CRM Cloud,Mid-Market,Gamma,False,16,16,13,1,10448
2026-01-05,South,CRM Cloud,SMB,Alpha,False,74,72,52,7,43524
2026-01-05,South,CRM Cloud,SMB,Beta,False,61,58,37,11,34166
2026-01-05,South,CRM Cloud,SMB,Gamma,False,67,66,50,7,39084
2026-01-05,South,Analytics Suite,Enterprise,Alpha,False,2,2,1,0,1523
2026-01-05,South,Analytics Suite,Enterprise,Beta,False,8,8,5,3,5647
2026-01-05,South,Analytics Suite,Enterprise,Gamma,False,4,4,2,0,3377
2026-01-05,South,Analytics Suite,Mid-Market,Alpha,False,11,11,8,5,8304
2026-01-05,South,Analytics Suite,Mid-Market,Beta,False,21,21,13,5,16877
2026-01-05,South,Analytics Suite,Mid-Market,Gamma,False,15,15,9,5,12208
2026-01-05,South,Analytics Suite,SMB,Alpha,False,43,41,24,7,30363
2026-01-05,South,Analytics Suite,SMB,Beta,False,47,46,32,11,36316
2026-01-05,South,Analytics Suite,SMB,Gamma,False,58,58,35,17,45590
2026-01-05,East,Core ERP,Enterprise,Alpha,False,2,2,2,0,932
2026-01-05,East,Core ERP,Enterprise,Beta,False,6,5,2,0,2251
2026-01-05,East,Core ERP,Enterprise,Gamma,False,4,4,4,0,2057
2026-01-05,East,Core ERP,Mid-Market,Alpha,False,15,15,15,0,7278
2026-01-05,East,Core ERP,Mid-Market,Beta,False,13,12,11,1,5356
2026-01-05,East,Core ERP,Mid-Market,Gamma,False,10,10,8,1,4344
2026-01-05,East,Core ERP,SMB,Alpha,False,39,39,25,10,16663
2026-01-05,East,Core ERP,SMB,Beta,False,50,48,39,5,18264
2026-01-05,East,Core ERP,SMB,Gamma,False,51,51,37,12,21489
2026-01-05,East,CRM Cloud,Enterprise,Alpha,False,6,6,5,2,3523
2026-01-05,East,CRM Cloud,Enterprise,Beta,False,1,1,1,1,584
2026-01-05,East,CRM Cloud,Enterprise,Gamma,False,5,5,4,1,3248
2026-01-05,East,CRM Cloud,Mid-Market,Alpha,False,15,15,12,2,9416
2026-01-05,East,CRM Cloud,Mid-Market,Beta,False,13,12,10,3,6669
2026-01-05,East,CRM Cloud,Mid-Market,Gamma,False,17,17,14,2,10918
2026-01-05,East,CRM Cloud,SMB,Alpha,False,59,58,43,7,32493
2026-01-05,East,CRM Cloud,SMB,Beta,False,57,56,37,9,30823
2026-01-05,East,CRM Cloud,SMB,Gamma,False,47,47,34,3,31320
2026-01-05,East,Analytics Suite,Enterprise,Alpha,False,3,3,3,2,2402
2026-01-05,East,Analytics Suite,Enterprise,Beta,False,7,7,3,0,4649
2026-01-05,East,Analytics Suite,Enterprise,Gamma,False,5,5,3,2,4216
2026-01-05,East,Analytics Suite,Mid-Market,Alpha,False,15,14,7,2,11481
2026-01-05,East,Analytics Suite,Mid-Market,Beta,False,9,9,5,0,7063
2026-01-05,East,Analytics Suite,Mid-Market,Gamma,False,19,18,13,6,13813
2026-01-05,East,Analytics Suite,SMB,Alpha,False,32,30,18,9,21970
2026-01-05,East,Analytics Suite,SMB,Beta,False,55,54,33,11,41298
2026-01-05,East,Analytics Suite,SMB,Gamma,False,45,44,22,11,35612
2026-01-05,West,Core ERP,Enterprise,Alpha,False,5,5,3,0,2519
2026-01-05,West,Core ERP,Enterprise,Beta,False,8,7,5,1,3084
2026-01-05,West,Core ERP,Enterprise,Gamma,False,1,1,1,0,495
2026-01-05,West,Core ERP,Mid-Market,Alpha,False,28,28,23,4,12549
2026-01-05,West,Core ERP,Mid-Market,Beta,False,12,12,9,1,5293
2026-01-05,West,Core ERP,Mid-Market,Gamma,False,16,16,11,2,7761
2026-01-05,West,Core ERP,SMB,Alpha,False,56,54,41,9,23809
2026-01-05,West,Core ERP,SMB,Beta,False,41,39,33,3,16704
2026-01-05,West,Core ERP,SMB,Gamma,False,65,65,50,5,30911
2026-01-05,West,CRM Cloud,Enterprise,Alpha,False,4,3,3,0,1890
2026-01-05,West,CRM Cloud,Enterprise,Beta,False,2,2,1,0,1128
2026-01-05,West,CRM Cloud,Enterprise,Gamma,False,5,4,4,1,2604
2026-01-05,West,CRM Cloud,Mid-Market,Alpha,False,29,29,22,3,18143
2026-01-05,West,CRM Cloud,Mid-Market,Beta,False,19,17,15,6,9706
2026-01-05,West,CRM Cloud,Mid-Market,Gamma,False,17,17,11,3,10323
2026-01-05,West,CRM Cloud,SMB,Alpha,False,59,58,42,7,33358
2026-01-05,West,CRM Cloud,SMB,Beta,False,57,55,44,9,30256
2026-01-05,West,CRM Cloud,SMB,Gamma,False,63,60,42,9,37590
2026-01-05,West,Analytics Suite,Enterprise,Alpha,False,4,4,4,3,3033
2026-01-05,West,Analytics Suite,Enterprise,Beta,False,4,4,2,0,3066
2026-01-05,West,Analytics Suite,Enterprise,Gamma,False,6,6,5,1,5231
2026-01-05,West,Analytics Suite,Mid-Market,Alpha,False,16,15,9,4,11603
2026-01-05,West,Analytics Suite,Mid-Market,Beta,False,22,22,18,5,16484
2026-01-05,West,Analytics Suite,Mid-Market,Gamma,False,10,10,4,1,8157
2026-01-05,West,Analytics Suite,SMB,Alpha,False,64,63,36,13,50080
2026-01-05,West,Analytics Suite,SMB,Beta,False,53,52,30,5,37850
2026-01-05,West,Analytics Suite,SMB,Gamma,False,60,59,34,15,45477
2026-01-06,North,Core ERP,Enterprise,Alpha,False,6,6,6,0,2686
2026-01-06,North,Core ERP,Enterprise,Beta,False,4,4,3,1,1680
2026-01-06,North,Core ERP,Enterprise,Gamma,False,5,5,4,0,2477
2026-01-06,North,Core ERP,Mid-Market,Alpha,False,33,32,25,4,14080
2026-01-06,North,Core ERP,Mid-Market,Beta,False,21,21,13,3,8860
2026-01-06,North,Core ERP,Mid-Market,Gamma,False,22,21,14,4,9532
2026-01-06,North,Core ERP,SMB,Alpha,False,62,61,45,7,25000
2026-01-06,North,Core ERP,SMB,Beta,False,83,81,56,6,36311
2026-01-06,North,Core ERP,SMB,Gamma,False,81,79,62,9,38267
2026-01-06,North,CRM Cloud,Enterprise,Alpha,False,8,8,5,1,4484
2026-01-06,North,CRM Cloud,Enterprise,Beta,False,2,2,2,0,1123
2026-01-06,North,CRM Cloud,Enterprise,Gamma,False,7,6,4,1,3729
2026-01-06,North,CRM Cloud,Mid-Market,Alpha,False,17,17,12,3,9646
2026-01-06,North,CRM Cloud,Mid-Market,Beta,False,21,21,13,4,11449
2026-01-06,North,CRM Cloud,Mid-Market,Gamma,False,23,23,13,5,14549
2026-01-06,North,CRM Cloud,SMB,Alpha,False,68,67,47,10,35739
2026-01-06,North,CRM Cloud,SMB,Beta,False,65,62,42,12,37054
2026-01-06,North,CRM Cloud,SMB,Gamma,False,65,65,44,7,41891
2026-01-06,North,Analytics Suite,Enterprise,Alpha,False,9,9,7,0,7050
2026-01-06,North,Analytics Suite,Enterprise,Beta,False,3,3,1,0,2380
2026-01-06,North,Analytics Suite,Enterprise,Gamma,False,7,7,5,0,6242
2026-01-06,North,Analytics Suite,Mid-Market,Alpha,False,20,20,11,5,15859
2026-01-06,North,Analytics Suite,Mid-Market,Beta,False,28,28,16,6,21198
2026-01-06,North,Analytics Suite,Mid-Market,Gamma,False,23,23,15,5,19089
2026-01-06,North,Analytics Suite,SMB,Alpha,False,41,41,25,13,32143
2026-01-06,North,Analytics Suite,SMB,Beta,False,86,84,56,21,63003
2026-01-06,North,Analytics Suite,SMB,Gamma,False,89,86,53,20,73085
2026-01-06,South,Core ERP,Enterprise,Alpha,False,7,7,6,1,3217
2026-01-06,South,Core ERP,Enterprise,Beta,False,7,7,7,1,2804
2026-01-06,South,Core ERP,Enterprise,Gamma,False,4,4,3,2,1809
2026-01-06,South,Core ERP,Mid-Market,Alpha,False,12,12,8,2,5129
2026-01-06,South,Core ERP,Mid-Market,Beta,False,19,19,13,3,8069
2026-01-06,South,Core ERP,Mid-Market,Gamma,False,22,22,17,3,10603
2026-01-06,South,Core ERP,SMB,Alpha,False,70,70,58,9,32141
2026-01-06,South,Core ERP,SMB,Beta,False,42,41,30,6,14863
2026-01-06,South,Core ERP,SMB,Gamma,False,71,71,51,8,34196
2026-01-06,South,CRM Cloud,Enterprise,Alpha,False,4,4,3,1,2268
2026-01-06,South,CRM Cloud,Enterprise,Beta,False,6,5,4,1,2797
2026-01-06,South,CRM Cloud,Enterprise,Gamma,False,5,5,4,0,3001
2026-01-06,South,CRM Cloud,Mid-Market,Alpha,False,21,21,15,5,13187
2026-01-06,South,CRM Cloud,Mid-Market,Beta,False,23,23,17,5,13263
2026-01-06,South,CRM Cloud,Mid-Market,Gamma,False,11,11,7,1,6771
2026-01-06,South,CRM Cloud,SMB,Alpha,False,72,70,54,12,39531
2026-01-06,South,CRM Cloud,SMB,Beta,False,47,46,35,8,24984
2026-01-06,South,CRM Cloud,SMB,Gamma,False,50,49,38,5,31956
2026-01-06,South,Analytics Suite,Enterprise,Alpha,False,9,8,6,2,6435
2026-01-06,South,Analytics Suite,Enterprise,Beta,False,2,2,0,2,1462
2026-01-06,South,Analytics Suite,Enterprise,Gamma,False,3,3,1,1,2522
2026-01-06,South,Analytics Suite,Mid-Market,Alpha,False,17,14,8,6,11407
2026-01-06,South,Analytics Suite,Mid-Market,Beta,False,24,24,18,5,17199
2026-01-06,South,Analytics Suite,Mid-Market,Gamma,False,12,12,7,2,10265
2026-01-06,South,Analytics Suite,SMB,Alpha,False,68,66,43,11,50296
2026-01-06,South,Analytics Suite,SMB,Beta,False,69,67,41,24,50148
2026-01-06,South,Analytics Suite,SMB,Gamma,False,53,52,36,12,44218
2026-01-06,East,Core ERP,Enterprise,Alpha,False,4,3,3,3,1383
2026-01-06,East,Core ERP,Enterprise,Beta,False,3,3,2,1,1093
2026-01-06,East,Core ERP,Enterprise,Gamma,False,2,2,1,0,918
2026-01-06,East,Core ERP,Mid-Market,Alpha,False,19,19,17,3,9153
2026-01-06,East,Core ERP,Mid-Market,Beta,False,14,14,9,1,6660
2026-01-06,East,Core ERP,Mid-Market,Gamma,False,16,16,12,2,7730
2026-01-06,East,Core ERP,SMB,Alpha,False,37,37,26,6,17230
2026-01-06,East,Core ERP,SMB,Beta,False,43,42,27,8,19631
2026-01-06,East,Core ERP,SMB,Gamma,False,30,29,21,1,13139
2026-01-06,East,CRM Cloud,Enterprise,Alpha,False,5,5,4,0,3032
2026-01-06,East,CRM Cloud,Enterprise,Beta,False,5,5,4,3,2975
2026-01-06,East,CRM Cloud,Enterprise,Gamma,False,6,6,3,0,4075
2026-01-06,East,CRM Cloud,Mid-Market,Alpha,False,12,12,8,4,7511
2026-01-06,East,CRM Cloud,Mid-Market,Beta,False,13,13,9,1,8036
2026-01-06,East,CRM Cloud,Mid-Market,Gamma,False,8,7,7,0,4366
2026-01-06,East,CRM Cloud,SMB,Alpha,False,54,53,40,5,30612
2026-01-06,East,CRM Cloud,SMB,Beta,False,41,40,28,4,22306
2026-01-06,East,CRM Cloud,SMB,Gamma,False,36,36,24,2,22157
2026-01-06,East,Analytics Suite,Enterprise,Alpha,False,4,4,1,0,3070
2026-01-06,East,Analytics Suite,Enterprise,Beta,False,3,3,1,0,2139
2026-01-06,East,Analytics Suite,Enterprise,Gamma,False,3,3,2,2,2467
2026-01-06,East,Analytics Suite,Mid-Market,Alpha,False,14,14,9,2,10877
2026-01-06,East,Analytics Suite,Mid-Market,Beta,False,15,15,8,2,11213
2026-01-06,East,Analytics Suite,Mid-Market,Gamma,False,22,20,10,4,16392
2026-01-06,East,Analytics Suite,SMB,Alpha,False,50,49,30,14,38142
2026-01-06,East,Analytics Suite,SMB,Beta,False,30,29,19,6,22971
2026-01-06,East,Analytics Suite,SMB,Gamma,False,30,29,14,4,23539
2026-01-06,West,Core ERP,Enterprise,Alpha,False,7,7,5,1,3087
2026-01-06,West,Core ERP,Enterprise,Beta,False,7,7,6,1,3302
2026-01-06,West,Core ERP,Enterprise,Gamma,False,8,8,7,0,3499
2026-01-06,West,Core ERP,Mid-Market,Alpha,False,15,15,10,1,5830
2026-01-06,West,Core ERP,Mid-Market,Beta,False,21,20,17,3,9109
2026-01-06,West,Core ERP,Mid-Market,Gamma,False,26,26,21,5,11425
2026-01-06,West,Core ERP,SMB,Alpha,False,74,74,51,11,34812
2026-01-06,West,Core ERP,SMB,Beta,False,55,53,43,4,22432
2026-01-06,West,Core ERP,SMB,Gamma,False,41,39,26,5,17042
2026-01-06,West,CRM Cloud,Enterprise,Alpha,False,4,4,3,1,2489
2026-01-06,West,CRM Cloud,Enterprise,Beta,False,5,5,4,1,2999
2026-01-06,West,CRM Cloud,Enterprise,Gamma,False,7,7,5,1,4284
2026-01-06,West,CRM Cloud,Mid-Market,Alpha,False,21,21,15,1,11900
2026-01-06,West,CRM Cloud,Mid-Market,Beta,False,13,12,10,1,7073
2026-01-06,West,CRM Cloud,Mid-Market,Gamma,False,21,20,12,2,13054
2026-01-06,West,CRM Cloud,SMB,Alpha,False,62,61,41,6,35776
2026-01-06,West,CRM Cloud,SMB,Beta,False,49,49,33,8,29778
2026-01-06,West,CRM Cloud,SMB,Gamma,False,56,56,44,7,34554
2026-01-06,West,Analytics Suite,Enterprise,Alpha,False,5,5,4,1,4134
2026-01-06,West,Analytics Suite,Enterprise,Beta,False,6,6,4,2,4248
2026-01-06,West,Analytics Suite,Enterprise,Gamma,False,7,7,5,3,5847
2026-01-06,West,Analytics Suite,Mid-Market,Alpha,False,14,14,9,3,11117
2026-01-06,West,Analytics Suite,Mid-Market,Beta,False,13,13,10,2,10392
2026-01-06,West,Analytics Suite,Mid-Market,Gamma,False,21,21,8,8,17211
2026-01-06,West,Analytics Suite,SMB,Alpha,False,39,39,26,10,30688
2026-01-06,West,Analytics Suite,SMB,Beta,False,67,66,41,16,45640
2026-01-06,West,Analytics Suite,SMB,Gamma,False,61,59,36,18,48338
2026-01-07,North,Core ERP,Enterprise,Alpha,False,8,8,6,1,3752
2026-01-07,North,Core ERP,Enterprise,Beta,False,5,5,4,0,1969
2026-01-07,North,Core ERP,Enterprise,Gamma,False,1,1,0,0,476
2026-01-07,North,Core ERP,Mid-Market,Alpha,False,21,21,17,2,9838
2026-01-07,North,Core ERP,Mid-Market,Beta,False,26,25,20,2,11551
2026-01-07,North,Core ERP,Mid-Market,Gamma,False,27,26,19,6,13706
2026-01-07,North,Core ERP,SMB,Alpha,False,74,72,57,8,33982
2026-01-07,North,Core ERP,SMB,Beta,False,50,48,41,6,20935
2026-01-07,North,Core ERP,SMB,Gamma,False,85,80,71,11,41439
2026-01-07,North,CRM Cloud,Enterprise,Alpha,False,8,8,7,1,4944
2026-01-07,North,CRM Cloud,Enterprise,Beta,False,10,9,8,0,5112
2026-01-07,North,CRM Cloud,Enterprise,Gamma,False,5,5,4,0,3217
2026-01-07,North,CRM Cloud,Mid-Market,Alpha,False,29,29,18,6,15776
2026-01-07,North,CRM Cloud,Mid-Market,Beta,False,20,20,15,4,12017
2026-01-07,North,CRM Cloud,Mid-Market,Gamma,False,13,13,7,2,8018
2026-01-07,North,CRM Cloud,SMB,Alpha,False,59,58,39,11,36610
2026-01-07,North,CRM Cloud,SMB,Beta,False,80,79,55,17,44693
2026-01-07,North,CRM Cloud,SMB,Gamma,False,73,72,50,12,43720
2026-01-07,North,Analytics Suite,Enterprise,Alpha,False,5,4,4,1,3067
2026-01-07,North,Analytics Suite,Enterprise,Beta,False,7,7,4,1,5302
2026-01-07,North,Analytics Suite,Enterprise,Gamma,False,5,5,3,0,4158
2026-01-07,North,Analytics Suite,Mid-Market,Alpha,False,14,14,9,4,11422
2026-01-07,North,Analytics Suite,Mid-Market,Beta,False,32,32,22,9,22557
2026-01-07,North,Analytics Suite,Mid-Market,Gamma,False,31,31,21,10,25021
2026-01-07,North,Analytics Suite,SMB,Alpha,False,78,77,39,18,64113
2026-01-07,North,Analytics Suite,SMB,Beta,False,81,80,53,17,59324
2026-01-07,North,Analytics Suite,SMB,Gamma,False,81,78,48,16,64476
2026-01-07,South,Core ERP,Enterprise,Alpha,False,5,5,3,1,2194
2026-01-07,South,Core ERP,Enterprise,Beta,False,4,4,4,0,1582
2026-01-07,South,Core ERP,Enterprise,Gamma,False,3,3,2,0,1524
2026-01-07,South,Core ERP,Mid-Market,Alpha,False,21,21,15,1,10489
2026-01-07,South,Core ERP,Mid-Market,Beta,False,18,18,13,1,8273
2026-01-07,South,Core ERP,Mid-Market,Gamma,False,27,27,22,3,11816
2026-01-07,South,Core ERP,SMB,Alpha,False,58,55,48,6,24282
2026-01-07,South,Core ERP,SMB,Beta,False,59,58,51,9,23953
2026-01-07,South,Core ERP,SMB,Gamma,False,39,39,26,8,17711
2026-01-07,South,CRM Cloud,Enterprise,Alpha,False,3,3,2,0,1807
2026-01-07,South,CRM Cloud,Enterprise,Beta,False,2,2,2,0,1108
2026-01-07,South,CRM Cloud,Enterprise,Gamma,False,7,7,6,1,4418
2026-01-07,South,CRM Cloud,Mid-Market,Alpha,False,27,27,17,6,16558
2026-01-07,South,CRM Cloud,Mid-Market,Beta,False,22,22,16,5,12466
2026-01-07,South,CRM Cloud,Mid-Market,Gamma,False,24,23,14,5,13871
2026-01-07,South,CRM Cloud,SMB,Alpha,False,63,62,47,7,38133
2026-01-07,South,CRM Cloud,SMB,Beta,False,71,68,49,12,42519
2026-01-07,South,CRM Cloud,SMB,Gamma,False,69,68,55,9,42044
2026-01-07,South,Analytics Suite,Enterprise,Alpha,False,6,6,1,1,4708
2026-01-07,South,Analytics Suite,Enterprise,Beta,False,7,7,3,0,5368
2026-01-07,South,Analytics Suite,Enterprise,Gamma,False,5,5,4,2,4146
2026-01-07,South,Analytics Suite,Mid-Market,Alpha,False,15,15,11,2,11810
2026-01-07,South,Analytics Suite,Mid-Market,Beta,False,26,26,13,4,16962
2026-01-07,South,Analytics Suite,Mid-Market,Gamma,False,15,15,8,3,13236
2026-01-07,South,Analytics Suite,SMB,Alpha,False,52,51,33,8,38321
2026-01-07,South,Analytics Suite,SMB,Beta,False,56,55,34,12,38000
